Niveau,Code de la CNP v1.0,Titres de classes,Nom du type d’élément Français,Description d’élément Français
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Tous les exemples,vice-président/vice-présidente des opérations bancaires internationales 
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Tous les exemples,"vice-président/vice-présidente des ressources humaines - services financiers, communications et autres services aux entreprises "
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Tous les exemples,vice-président/vice-présidente des ressources humaines de banque 
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Tous les exemples,"vice-président/vice-présidente des ressources humaines et du développement organisationnel - services financiers, communications et autres services aux entreprises "
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Tous les exemples,vice-président/vice-présidente des services bancaires aux entreprises 
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Tous les exemples,vice-président/vice-présidente des services bancaires personnels 
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Tous les exemples,"vice-président/vice-présidente des services de soutien - services financiers, communications et autres services aux entreprises "
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Tous les exemples,"vice-président/vice-présidente des systèmes d'information - services financiers, communications et autres services aux entreprises "
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Tous les exemples,vice-président/vice-présidente du marketing - services de personnel de bureau 
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Tous les exemples,"vice-président/vice-présidente du marketing - services financiers, communications et autres services aux entreprises "
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Tous les exemples,"vice-président/vice-présidente du personnel - services financiers, communications et autres services aux entreprises "
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Tous les exemples,vice-président/vice-présidente du personnel bancaire 
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Exclusion(s),Directeurs/directrices des services de communications (sauf la radiotélédiffusion)  (Voir 1003 Directeurs/directrices des services de communications (sauf la radiotélédiffusion))
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Exclusion(s),"Directeurs/directrices des services de génie, d'architecture, de sciences et des systèmes informatiques  (Voir 2001 Directeurs/directrices des services de génie, d'architecture, de sciences et des systèmes informatiques)"
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Exclusion(s),Directeurs/directrices des services financiers et des services aux entreprises  (Voir 1002 Directeurs/directrices des services financiers et des services aux entreprises)
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Fonctions principales,Ce groupe exerce une partie ou l'ensemble des fonctions suivantes : 
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Fonctions principales,"définir la mission et les orientations stratégiques de l'entreprise, notamment en formulant ses politiques ainsi que des objectifs concrets qu'ils atteignent ensuite en veillant à une gestion judicieuse des ressources humaines, financières et matérielles; "
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Fonctions principales,autoriser et organiser la mise sur pied des principaux services de l'organisation et la création des postes de niveau supérieur qui s'y rattachent; 
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Fonctions principales,"allouer les ressources matérielles, humaines et financières nécessaires à la mise en oeuvre des politiques et des programmes de l'organisation, établir les contrôles administratifs et financiers, formuler et approuver les campagnes de promotion et approuver le plan d'ensemble de la gestion des ressources humaines; "
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Fonctions principales,"sélectionner des cadres intermédiaires, des directeurs et d'autre personnel de direction, leur déléguer l'autorité nécessaire et créer des conditions de travail optimales; "
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Fonctions principales,"représenter l'organisation, ou déléguer des représentants pour agir au nom de l'organisation, lors de négociations ou d'autres fonctions officielles. "
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Fonctions principales,"Les cadres supérieurs de ce groupe de base peuvent se spécialiser dans des domaines tels que les services financiers, le marketing, les ressources humaines ou dans un type de service particulier. "
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Conditions d'accès à la profession,"Un diplôme d'études universitaires en administration des affaires, en commerce, en informatique ou dans un autre domaine relié au service offert est habituellement exigé. "
5,00012,"Cadres supérieurs/cadres supérieures - services financiers, communications et autres services aux entreprises",Conditions d'accès à la profession,"Plusieurs années d'expérience en tant que directeur intermédiaire dans les secteurs des services financiers, des communications ou d'autres services aux entreprises sont habituellement exigées. "
